Table;C;R;U;D;Program
CSHTL;;;;x;CUDLYSHRTR
CSHTO;;x;;;CSSHM
CSHTO;;x;;;CUDLYSHROP
CSHTO;;x;;;CLEQOPOUT
CSHTO;;x;;;CLSHRPORTF
CSHTO;;x;;;CSHO5
CSHTO;;x;;;CSHOA
CSHTO;;x;;;CSHM5
CSHTO;;x;;;CLSHRPROLO
CSHTO;;x;;;CSHSC
CSHTO;;x;;;CSHT5
CSHTO;;x;;;CLCPSHRLI
CSHTO;;x;;;CSHRA
CSHTO;x;x;x;;CSHTA
CSHTO;;x;x;;CSHTC
CSHTO;x;x;x;;CSHTM
CSHTO;;x;;;ILAUDITFFT
CSHTO;;x;;;CPBO2
CSHTO;;x;;;CLPRIBNK
CSHTO;;x;;;CUSHRDVD
CSHTO;;x;;;CSHA5
CSHTO;;x;;;CLPRIBNK2
CSHTO;;x;;;CLPRIBNK3
CSHTO;;x;;;CSHAA
CSHTO;;x;;;CLSHRPROF
CSHTO;;x;;;CLPBPORTF
CSHTO;;x;;;CLSHRVOL
CSHTO;;x;;;CLSHROUT
CSHTO;;x;;;CUDLYSECTR
CSHTO;;x;;;CLPBAUM
CSHTO;;x;;;CLSHRMOST
CSHTO;;x;;;CLSHRSECVL
CSHTO;;x;;;CUPBVALUE
CSHTO;;x;;;CLCPEO
CSHTO;;x;;;CLSECINVRE
CSHTO;;x;x;;CUPBPORTF
CSHTO;x;x;x;x;CUSHRPRCLD
CSHTO;;x;;;CLSHRMAS
CSHTO;x;x;x;;CUREUTIMP
CSHTO;;x;;;CLSECCOMP
CSHTO;;x;;;CLSHRLIST
CSHTO;;x;;;ILAUDITLO3
CSHTO;;x;;;CLDLL
CSHTO;;x;;;CLSHRDVD
CSHTO;;x;;;CLSHRCUST
CSHTO;;x;;;CUSHRCUSTM
CSHTO;;x;;;CLCASHINT
CSHTO;;x;x;x;CUDLYSHRTR
CSHTO;;x;;;CUSHRRESTR
CSHTO;;x;;;CLSHRCMP
CSHVO;x;;;;CUSHRDVD
CSIMS;;x;;;CSIMS
CSIMS;;x;;;CSIM5
CSIMS;;x;;;CLPRIBNK
CSIMS;;x;;;CLPRIBNK2
CSIMS;;x;;;CLPRIBNK3
CSIMS;;x;x;;AUCTPSHN2
CSIMS;;x;;;CUDLYSECTR
CSIMS;;x;x;;AUCTPSHN
CSIMS;;x;;;CLSECINVRE
CSIMS;;x;;;CUPBPORTF
CSIMS;;x;;;CLSECCOMP
CSIMS;;x;;;ILFXMTMVAL
CSIMS;;x;;;GP-025-AMODEPOSIT
CSLFO;x;x;;x;CUDLYCSLFO
CSLFO;;x;;;ALDLLGFRS
CSLFO;x;x;;;ALDLLDIBA
CSLFO;;x;;;TLDLVORTE2
CSLFO;;x;;;TLDLVORTE3
CSSHL;x;;;;CSSHM
CSSHL;x;;;;CSHSC
CSSHL;;;;x;CUDLYSECTR
CSSHL;x;;;;CP-005DELSECURITY
CSSHL;x;;;;CSCYM
CSSHO;x;x;x;;CSSHM
CSSHO;x;x;x;;CSHSC
CSSHO;;x;;x;CUORPHSEC
CSSHO;;x;;x;CUDLYSECTR
CSSHO;;x;;;CLSHRSECVL
CSSHO;;x;;;CSECS
CSSHO;;x;x;;CP-005DELSECURITY
CSSHO;x;x;;;CSCYM
DBATO;;x;;;DULDCLEAGE
DBATO;;x;;;DULDCLEARG
DBATO;;x;;;DPDD1
DBATO;;x;;;DULDBACSGB
DBATO;;x;;;DULDBACSIE
DBATO;;x;;;MIDDC
DBATO;;x;;;DUAUTHBAT
DBATO;;x;x;;DUFLBAT
DBATO;;x;;;DULDAEB19
DBATO;;x;;;DULDAEB34
DBATO;;x;;;DUPAGMENTI
DBATO;;x;;;DPOU1
DBATO;;x;;;DPON1
DBATO;;x;;;DBAT5
DBATO;x;x;x;;DBATM
DBATO;;x;;;DIONC
DBATO;;x;;;DPOG1
DBATO;;x;;;DIOGC
DBATO;;x;;;DUCLIEOP
DBATO;;x;;;DULDDTACH
DBATO;;x;;;MICC1
DBATO;;x;;;DULDDDCRGB
DBATO;;x;;;MIXX1
DBATO;;x;;;DULDCBIIT
DBATO;;x;;;DHOU1
DBATO;;x;;;DHON1
DBATO;;x;;;DHOG1
DBATO;;x;;;DULDGLBPT
DBATO;;x;;;DIOU1
DBATO;;x;;;DIOUC
DBATO;;x;;;DHDD1
DBATO;;x;;;DPBD5
DBATO;;x;;;DPBDC
DBILO;;x;x;;DBIL5
DBILO;;x;x;;AUCOVCAL
DBILO;;x;x;;DUCALCOSTS
DBILO;x;x;;;DULDSEBIL
DCBDO;x;;;;DUDLLENEPT
DCBDO;x;x;;;DULDCLEALP
DCBDO;x;x;;;DULDCLEALG
DCBDO;x;;;;DULDAEB46
DCBDO;;x;;;DUINVXBRR2
DCBDO;;x;;;DUINVXBRRU
DCBDO;;x;;;DUINVXBRRT
DCBDO;x;;;;DUDLLAEB46
DCBDO;;x;;;DUINVXBR
DCBDO;x;;;;DULDRCEPT
DCBDO;;x;;;MUPMNTACC
DCBMO;;x;;;DSV2M
DCBMO;;x;;;DLICMLST
DCBMO;;x;;;DUPMTVAL
DCBMO;;x;x;;DSV1M
DCBMO;;x;;;DCLP5
DCBMO;;x;;;GP-122-ICMPMNTS
DCBMO;;x;x;;DUMCHANNEL
DCBMO;;x;;;DULDSWIFT
DCBMO;;x;;;AUSTMCCR
DCBMO;;x;;;DLICMSTI
DCBMO;;x;;;DLICMSTA
DCBMO;;x;;;DSLV1
DCBMO;;x;;;DSLV2
DCBMO;;x;;;GP-122-DB0
DCBMO;;x;;;GP-122-DB1
DCBMO;;x;;;DUS101ING
DCBMO;;x;;;DICM5
DCBMO;;x;;;DECHM
DCBMO;;x;;;DULDDTAZV2
DCBMO;;x;;;DBRAM
DCBMO;x;x;x;x;DCBMM
DCBMO;;x;;;GP-113-NAVISLU
DCBMO;;x;;;LOJDINR
DCBMO;;x;;;DUECHANNEL
DCBMO;;x;;;DUSWF942
DCBMO;;x;;;LOJCCR
DCBMO;;x;;;DULDM101G2
DCBMO;;x;;;DLICMACC
DCBMO;;x;;;GP-150-ENROUTER
DCBMO;;x;;;DULDEUROCH
DCBMO;;x;;;GP-135-BRA
DCBMO;;x;x;;GP-114-ZONCTL
DCBMO;;x;;;GP-115-CCRYDEFS
DCBMO;;x;;;GP-160-DIC
DCBMO;;x;;;DULDIBOS
DCBMO;;x;;;DLECHANNEL
DCBMO;;x;x;;DUFLICM
DCBMO;;x;x;;TUCHGSWFAD
DCBMO;;x;;;DUSWFCCR
DCBMO;;x;;;DULDSWCMI
DCBMO;;x;;;DUNAVIS
DCBMO;;x;;;DLICMREK
DCBRO;x;x;;;DULDSECBR
DCLHO;;x;;;DCLH1
DCLHO;;x;;;DCLH5
DCLHO;;x;;;DCLT5
DCLHO;;x;;;DCLT2
DCLHO;;x;;;DLREPIT3
DCLHO;;x;;;DLREPIT1
DCLHO;;x;;;ALDLLELSAG
DCLHO;x;x;x;;DULDCCLMVT
DCLHO;;x;;;ALDLLCCRCN
DCLHO;;x;x;;DUDLCCLMVT
DCLHO;;x;;;MUPMNTACC
DCLTO;;x;;;DCLT2
DCLTO;;x;;;ALDLLELSAG
DCLTO;x;x;x;;DULDCCLMVT
DCLTO;;x;;;ALDLLCCRCN
DCLTO;;x;;;WPIRCE2
DCLTO;;x;;;MUPMNTACC
DCNDL;;;x;;AUCTPSHN2
DCNDL;x;;;x;TOCONDIS
DCNDL;;;;x;DLCONDAUT
DCNDL;x;;;;DCNIF
DCNDL;x;;;;GP-152-CHGMNTLOG
DCNDO;;x;x;;DUNXTPMTDT
DCNDO;;x;;;DLSWF100
DCNDO;;x;;;DLCONDTYP
DCNDO;;x;;;ALCONDCUST
DCNDO;;x;;;DCONDLIST
DCNDO;;x;;;AUCHACAL
DCNDO;;x;;;GP-071CND
DCNDO;;x;;;ACHIC
DCNDO;;x;;;GP-071CONDPER
DCNDO;;x;;;AUCLSNOS
DCNDO;;x;;;DLDLLCLEGB
DCNDO;;x;;;ACHAC
DCNDO;x;x;;x;AKHDCNDO
DCNDO;;x;x;;DUFLBAT
DCNDO;;x;;;DCDIC
DCNDO;;x;;;DUDLLPAYGB
DCNDO;;x;;;ACH2C
DCNDO;;x;;;DUPAGMENTI
DCNDO;x;x;;x;JTDCNDO
DCNDO;;x;;;DUINVXBRR2
DCNDO;;x;;;DLDLLCLEPT
DCNDO;;x;;;DUINVXBRRU
DCNDO;;x;;;DUINVXBRRT
DCNDO;;x;;;DPEIM
DCNDO;x;x;x;;LOJPSD
DCNDO;;x;;;DLPMTHIS
DCNDO;x;x;;x;DPERM
DCNDO;;x;;;DICD1
DCNDO;;x;x;;AUCTPSHN2
DCNDO;x;x;x;x;DREPM
DCNDO;;x;;;DLSELPMT
DCNDO;;x;;x;DREIM
DCNDO;;x;;;DCBIC
DCNDO;;x;;;MUMKMT100
DCNDO;x;x;;x;FFTDCNDO
DCNDO;;x;;;MICDA
DCNDO;;x;;;GP-090REPAT
DCNDO;;x;;;ALDLLCUSAC
DCNDO;;x;;;DUINVXBR
DCNDO;;x;;;GP-128-DCTRO
DCNDO;x;x;x;x;TOCONDIS
DCNDO;;x;;;DUCALCOSTS
DCNDO;;x;;;GP-071COND3
DCNDO;;x;;;GP-071COND2
DCNDO;;x;;;DCPIC
DCNDO;;x;;;MUPMNTSIN
DCNDO;;x;;;DUCALCOSPE
DCNDO;;x;;;DUSTOXBR
DCNDO;x;x;;x;LSLUTIL
DCNDO;;x;;x;JTDCNDO2
DCNDO;x;x;x;;DUPDCONDS
DCNDO;;x;;;GLEURDEALS
DCNDO;;x;;;AUCNVACC
DCNDO;;x;;;DLSELPMTTR
DCNDO;;x;;;DLPMT
DCNDO;;x;;;DCNP5
DCNDO;x;x;x;x;DCNPC
DCNDO;x;x;x;x;DCNIF
DCNDO;;x;;;DCNIC
DCNDO;;x;;;AUCLSACC
DCNDO;;x;;;MUPMNTACC
DCNDO;;x;;;DLSELPMTHS
DCNDO;;x;;;DCNB5
DCNDO;x;x;x;x;DCNBC
DCNDO;;x;;x;DLCLNCOND
DCNDO;x;x;x;x;DCNCC
DCNDO;;x;;;DCND5
DCNDO;x;x;x;x;DCNDA
DCNDO;x;x;x;x;DCNDT
DCNDO;x;x;x;;DCNDS
DCNDO;;x;x;;ILINVFLAT
DCNDO;;x;;;DLCONDLIST
DCNDO;;x;;;AC2IC
DCNDO;;x;;;DULDCUSPBO
DCNDO;;x;;;GP-168-CUTOFF
DCNDO;;x;;;DUNAVIS
DCNDO;;x;;;GI-129-CHRGTYPE
DCNDO;x;x;x;;LOJDCNDO
DCNDO;;x;;;GP-071COND
DCNDO;x;x;;x;UPDDCNDO
DCNIO;;x;;x;DUPURCNDI
DCNIO;x;x;x;x;DCDIC
DCNIO;x;x;;;DPEIM
DCNIO;x;x;x;;DREIM
DCNIO;x;x;x;;DCBIC
DCNIO;x;x;x;;DCPIC
DCNIO;;x;;;DUPDCONDS
DCNIO;;x;;;DLCONDINT
DCNIO;;x;x;;DCNIF
DCNIO;x;x;x;;DCNIC
DCNIO;;x;;;DCNI5
DCNIO;;x;;;DPRI5
DCNTL;x;;;;DCTIF
DCNTL;;x;;x;DLCONDAUT
DCNTL;x;;;;DCNTM
DCNTO;;x;;;DLCONDTYP
DCNTO;;x;;;ALCONDCUST
DCNTO;;x;;;GP-071CND
DCNTO;;x;;;AKHDCNDO
DCNTO;;x;;;DCDIC
DCNTO;;x;;;DPEIM
DCNTO;x;x;x;x;DCTIF
DCNTO;;x;;x;DCTIM
DCNTO;;x;;;FFTDCNDO
DCNTO;;x;;;ALDLLCUSAC
DCNTO;;x;;;GP-071COND3
DCNTO;;x;;;GP-071COND2
DCNTO;x;x;;x;LSLUTIL
DCNTO;;x;;;GLEURDEALS
DCNTO;x;x;x;x;DCNTM
DCNTO;;x;;;DCNT5
DCNTO;;x;;;DCNDS
DCNTO;;x;;;DLCONDLIST
DCNTO;;x;;;UPDDCNDO
DCONO;;x;;;DLBNKCHRG
DCONO;;x;;;GP-149-CHK-ACC
DCONO;;x;;;GP-071SETUP
DCONO;;x;;;DLSWF100
DCONO;;x;;;DLDLLGPIT
DCONO;;x;;;AUCHACAL
DCONO;;x;;;DCTRM
DCONO;;x;;;RUCHQVALSC
DCONO;;x;;;CLCPPMT2
DCONO;;x;;;GP-071CND
DCONO;;x;;;ACHIC
DCONO;;x;;;DLDLLCLEGB
DCONO;;x;;;ACHAC
DCONO;;x;x;;DUFLBAT
DCONO;;x;;;DCDIC
DCONO;;x;;;DUDLLPAYGB
DCONO;;x;;;ACH2C
DCONO;;x;;;DUINVXBRR2
DCONO;;x;;;II-FILL-DCTRM
DCONO;;x;;;DLDLLCLEPT
DCONO;;x;;;DUINVXBRRU
DCONO;;x;;;DUINVXBRRT
DCONO;;x;;;DLHISTPC
DCONO;;x;;;GP-145-CALC-CHRG
DCONO;;x;;;DLPMTHIS
DCONO;;x;;;RCHDS
DCONO;;x;;;DICD1
DCONO;;x;;;DLCUSMVTPT
DCONO;;x;;;DLSELPMT
DCONO;;x;;;RCHQC
DCONO;;x;;;DCBIC
DCONO;;x;;;MUMKMT100
DCONO;;x;;;MICDA
DCONO;;x;;;DLHISTPCNL
DCONO;;x;;;DUINVXBR
DCONO;;x;;;GP-128-DCTRO
DCONO;;x;;;DUCALCOSTS
DCONO;;x;;;GP-071COND3
DCONO;;x;;;DCPIC
DCONO;;x;;;MUPMNTSIN
DCONO;;x;;;DUCALCOSPE
DCONO;;x;;;DUSTOXBR
DCONO;x;x;;x;LSLUTIL
DCONO;;x;;;DULDCHQIE
DCONO;;x;;;RCODS
DCONO;;x;;;RCOCS
DCONO;;x;;;DLSELPMTTR
DCONO;;x;;;MUPMNTPRT
DCONO;;x;;;DLPMT
DCONO;;x;;;DCNP5
DCONO;;x;;;DCNPC
DCONO;;x;;;DCNIC
DCONO;;x;;;MUPMNTACC
DCONO;;x;;;DLDLLPBPF
DCONO;;x;;;DLDLLPBOS
DCONO;;x;;;DLSELPMTHS
DCONO;;x;;;DCNB5
DCONO;;x;;;DCNBC
DCONO;;x;;;DCND5
DCONO;;x;;;DCND6
DCONO;;x;;;DCNDA
DCONO;;x;;;DCNDT
DCONO;;x;;;DCNDS
DCONO;;x;;;ILINVFLAT
DCONO;;x;;;DLPMTTRS
DCONO;;x;;;AC2IC
DCONO;;x;;;DLDLLSIB
DCONO;;x;;;DCON5
DCONO;;x;;;DULDCUSPBO
DCONO;x;x;x;x;DCONA
DCONO;;x;;;DUUPDBLK
DCONO;;x;;;DUNAVIS
DCOVO;;x;;;DLSWF202
DCOVO;x;x;;;DUPMT202
DCOVO;x;;;;DULDSWF
DCOVO;;x;;;DCOV1
DCPOO;;x;;;ADBA2
DCPOO;x;x;x;;DSLVM
DCPOO;;x;x;;TOBACCO
DCPOO;;x;;;GP-072-BAL-CHECKC
DCPOO;;x;;;GP-072-BAL-CHECKN
DCPOO;;x;;;ADEIC
DCPOO;;x;;;ADEIF
DCPOO;;x;;;DLACCDWH
DCPOO;;x;;;ADETS
DCPOO;;x;;;GP-072-BAL-CHECK
DCPOO;;x;;;GP-147ADJ-AMUNT
DCPOO;;x;;;GLEURDEALS
DCPOO;;x;;;MUPMNTACC
DCPOO;;x;x;;DUZEROBAL
DCPOO;;x;x;;DUZEROBA2
DCPOO;;x;x;;DUZEROBA3
DCTIO;;x;;x;DUPURCNDI
DCTIO;;x;;;DCDIC
DCTIO;;x;x;;DCTIF
DCTIO;x;x;x;;DCTIM
DCTIO;;x;;;DCTI5
DCTIO;;x;;;DLCONDINT
DCTRO;;x;;;DUDLLBE04
DCTRO;x;x;;;DULDCLEAIT
DCTRO;;x;;;DLBNKCHRG
DCTRO;;x;x;x;GP-149-CHK-ACC
DCTRO;;x;;x;DPMT5
DCTRO;x;x;;;DULDCLEAAT
DCTRO;x;;;;DULDSEPA
DCTRO;x;x;;x;DUPMTVAL
DCTRO;;x;x;;DLSWF100
DCTRO;;x;;;DLSWF103
DCTRO;;x;;;DLDLLGPIT
DCTRO;;x;x;;DCTRM
DCTRO;;x;;;CLCPPMTC
DCTRO;;x;;;CLCPPMT2
DCTRO;x;x;;;DULDCLEARN
DCTRO;x;;;;DULDCLEARS
DCTRO;x;x;x;;MIDDC
DCTRO;x;;;;DULDSWIFT
DCTRO;;x;;;DLDLLCLEGE
DCTRO;;x;;;DLDLLCLEGB
DCTRO;;x;;;DLDLLCLEIT
DCTRO;;x;;;DLDLLCLEAT
DCTRO;x;x;x;;DUFLBAT
DCTRO;x;x;;;DULDAEB45
DCTRO;x;;;;DULDAEB47
DCTRO;;x;;x;MIO3C
DCTRO;;x;;;DUDLLPAYGB
DCTRO;;x;;x;MIO1C
DCTRO;;x;;;DUGRCDACCT
DCTRO;;x;;;DLDLLCLESP
DCTRO;;x;;;DLLSBTAX
DCTRO;x;;;;DUPAGMENTI
DCTRO;x;x;x;x;DUINVXBRR2
DCTRO;;x;;;DLDLLCLEPT
DCTRO;x;x;x;x;DUINVXBRRU
DCTRO;x;x;x;x;DUINVXBRRT
DCTRO;;x;;;DLHISTPC
DCTRO;x;x;;;DRVPM
DCTRO;x;x;;x;GP-145-CALC-CHRG
DCTRO;;x;;;DLPMTHIS
DCTRO;;x;x;x;GP-134-DPBDOTOTAL
DCTRO;;x;;;DLDLLPNLT
DCTRO;;x;;;DICD1
DCTRO;;x;;;ALDLCBITMV
DCTRO;;x;;;DLTRSDTLS
DCTRO;;x;;;DIOGC
DCTRO;;x;;;DLCUSMVTPT
DCTRO;;x;;;GLEASYSERV
DCTRO;x;;;;AUCOVCAL
DCTRO;;x;;;DREP2
DCTRO;;x;;;DLSELPMT
DCTRO;x;x;;x;LOJDINR
DCTRO;;x;;;IUNOSVALMT
DCTRO;;x;x;;MUMKMT100
DCTRO;x;x;x;x;MICDA
DCTRO;;x;;;DLDRFCHG
DCTRO;;x;;;DLHISTPCNL
DCTRO;;x;;;DLTRXDWH
DCTRO;x;;;;DULDCCLMVT
DCTRO;x;;;;DULDINBKNL
DCTRO;x;x;x;x;DUINVXBR
DCTRO;x;x;x;;GP-128-DCTRO
DCTRO;;x;x;;DUCALCOSTS
DCTRO;;x;;x;MII3C
DCTRO;x;;;;DULDTAXIT
DCTRO;;x;;x;MII1C
DCTRO;x;x;x;;MUPMNTSIN
DCTRO;;x;;;DLCLESTS
DCTRO;x;x;;;DUSTOXBR
DCTRO;;x;;x;DUREMPMNT
DCTRO;;x;;x;DUCHGPRD
DCTRO;;x;;;DUDLCCLMVT
DCTRO;;x;;x;DSI1M
DCTRO;;x;;;DUDLLDRAFT
DCTRO;;x;;;DLSELPMTTR
DCTRO;;x;;;MUPMNTPRT
DCTRO;;x;;;DLPMT
DCTRO;x;x;x;x;MUPMNTACC
DCTRO;;x;;;DLDLLPBPF
DCTRO;;x;;;DLDLLPBOS
DCTRO;;x;;;DLSELPMTHS
DCTRO;x;;;;GP-081-CHQ-ATRDO2
DCTRO;;x;;x;DUXBRTRPTS
DCTRO;;x;x;;ILINVFLAT
DCTRO;;x;;;DLPMTTRS
DCTRO;;x;;;DLDLLSIB
DCTRO;x;;;;DUZEROBAL
DCTRO;;x;;x;DST1M
DCTRO;x;;;;DUZEROBA2
DCTRO;x;;;;DUZEROBA3
DCTRO;;x;;;DUUPDBLK
DCTRO;x;x;;;DUNAVIS
DCTRO;x;x;;;DUREVERSAL
DDDCL;x;;;;DDICM
DDDCL;x;;;;DDDCM
DDDCL;x;;;;DDI2M
DDDCO;;x;;;DULDCLEAGE
DDDCO;;x;;;DULDCLEACH
DDDCO;;x;;;DULDCLEAAT
DDDCO;;x;;;DULDCLEARN
DDDCO;;x;;;DULDCLEALP
DDDCO;;x;;;MIDDC
DDDCO;;x;;;DLLSTDDC
DDDCO;x;x;;;DULDAEB19
DDDCO;x;x;;;DULDAEB45
DDDCO;;x;;;DUS101ING
DDDCO;x;x;x;x;DDICM
DDDCO;;x;;;DIO2C
DDDCO;;x;;;DDDC5
DDDCO;x;x;x;;DDDCM
DDDCO;;x;;;DULDDDCRGB
DDDCO;;x;;;DUSTOXBR
DDDCO;;x;;;DULDCLLVIE
DDDCO;;x;;;DIOUC
DDDCO;;x;;;GP-160-DIC
DDDCO;;x;;;DSI1M
DDDCO;;x;;;DLHISTDODN
DDDCO;;x;;;M101C
DDDCO;x;x;x;x;DDI2M
DDDCO;;x;;;DST1M
DDETO;;x;;;DUDLLBE04
DDETO;x;;;;DULDCLEAIT
DDETO;x;;;;DULDCLEACH
DDETO;x;;;;DULDCLEAAT
DDETO;;x;;x;DUPMTVAL
DDETO;x;x;;;DLSWF103
DDETO;;x;;;DLSWF101
DDETO;;x;;;DUDLLCLECH
DDETO;x;;;;DULDSWIFT
DDETO;;x;;;DLDLLCLEIT
DDETO;;x;;;DLDLLCLEAT
DDETO;;x;x;;DUFLBAT
DDETO;;x;;x;MIO3C
DDETO;x;;;;DUS101ING
DDETO;x;;;;DULDFPS
DDETO;;x;;;DUINVXBRR2
DDETO;;x;;;DUINVXBRRU
DDETO;;x;;;DUINVXBRRT
DDETO;x;x;;;DRVPM
DDETO;x;;;;DULDDTAZV2
DDETO;;x;;;DIONC
DDETO;;x;;;DLTRSDTLS
DDETO;x;x;;;DIOGC
DDETO;x;;;;DULDBE04
DDETO;;x;;;MICO1
DDETO;x;x;x;x;MICOD
DDETO;;x;;;MI102
DDETO;x;x;x;x;MICHA
DDETO;;x;;;MICH1
DDETO;;x;;;DUSWF104
DDETO;;x;;;DUINVXBR
DDETO;x;;;;DULDSWF
DDETO;;x;;x;MII3C
DDETO;;x;;;DLDLLPMNT
DDETO;;x;;;GP-148-103CHRG
DDETO;x;x;x;;DIOUC
DDETO;;x;;;GP-148-103CHK
DDETO;x;x;x;x;M102C
DDETO;;x;;;MUPMNTACC
DDETO;;x;x;;DUDLLTASK
DDETO;;x;;;DLNBREPES
DDETO;;x;;;DIIUC
DDETO;x;;;;DULDPSTFIN
DDETO;x;;;;DUNAVIS
DDETO;x;x;;;DUREVERSAL
DEBFO;x;;;;DULDM101G
DEBFO;;x;x;;DULDDTAZV2
DEBFO;;x;x;;DULDM101G2
DEBFO;x;;;;DULDDTAZV
DEBFO;;x;;;II-FILL-DEBF1
DEFIN;x;;x;;SCDEF
DEFIN;x;;;;GUCHGACLOG
DEFIN;;;;x;GUCLEANUP
DEFIN;x;;;;GUCRESUB
DFIDO;;x;;;DPMT5
DFIDO;x;;;;DULDCLEARN
DFIDO;;x;;;DPTH5
DFIDO;;x;;;DUDLLCLENL
DFIDO;x;;;;DULDINBKNL
DFIDO;;x;x;;RMUPDFIDO
DFIDO;;x;;;DIPT5
DFIDO;;x;;;DFID1
DFIDO;;x;;x;GUCLEANUP
DFIMO;x;x;x;;DULDCLEARN
DFIMO;;x;;;MIC1C
DFIMO;;x;x;;DUDLLCLENL
DFIMO;x;x;x;;DULDINBKNL
DFIMO;;x;;;DFID1
DFIMO;;x;x;;DFIM5
DFIMO;;x;;x;GUCLEANUP
DFRTO;x;;;;DULDCLEAAT
DFRTO;x;;;;DULDSEPA
DFRTO;x;x;;x;MIDDC
DFRTO;;x;;;DLDLLCLEAT
DFRTO;x;;;;DULDAEB19
DFRTO;x;;;;DULDAEB45
DFRTO;;x;;;DIODI
DFRTO;x;x;x;;DIOD2
DFRTO;x;x;;;DUDLLAEB45
DFRTO;x;x;x;x;GP-126-DFRTO
DFRTO;x;x;x;x;DFRTC
DFRTO;x;x;x;;MUPMNTACC
DFRTO;;x;;x;DUXBRTRPTS
DFRTO;;x;;;DLSTMDDMAD
DFSCI;;x;;;DFSIF
DFSCI;x;x;;;DFSIM
DFSCI;;x;;;DFSC5
DFSCI;x;x;x;;DFSCM
DFSCI;;x;x;;DFSCF
DFSCI;;x;;;II-FILL-DFSC5
DFSCI;;x;;;DUFISET
DFSCL;;x;;;DFSIM
DFSCL;;x;;;DFSCM
DFSCL;x;;;;DFSCF
DFSCL;x;;;;DUFISET
DFSCO;;x;;;DFSIF
DFSCO;;x;;;DFSIM
DFSCO;;x;;;DFSC5
DFSCO;;x;;;DFSCM
DFSCO;x;x;x;;DFSCF
DFSCO;;x;x;;DUFISET
DFSII;;x;x;;DFSIF
DFSII;x;x;x;;DFSIM
DFSII;;x;;;DFSCF
DFSIL;x;;;;DFSIF
DFSIL;;x;;;DFSIM
DFSIO;x;x;x;;DFSIF
DFSIO;;x;;;DFSIM
DFSIO;;x;;;DFSCF
DFSIO;;x;;;DUFISET
DGCAL;x;;;x;DUGRCDACCT
DGCAO;;x;x;x;DUGRCDACCT
DGCAO;;x;;;DUINVXBRR2
DGCAO;;x;;;DUINVXBRRU
DGCAO;;x;;;DUINVXBRRT
DGCAO;;x;;;DULDCCLMVT
DGCAO;x;x;x;x;DGCAM
DGCAO;;x;;;DUINVXBR
DIPTL;x;;;;GP-068AEPMTINTLOG
DIPTL;;x;;;DLLOGLST
DIPTL;x;;;;DUPMTVAL
DIPTL;x;;;;DLDLLCLEIT
DIPTL;;x;;;DPTL5
DIPTL;;x;;;DPTL1
DIPTL;;x;x;;TOBACCO
DIPTL;x;x;x;;DUCORDIPTO
DIPTL;;x;x;;TOCMIACCO
DIPTL;;x;;;DLTRSDTLS
DIPTL;;x;x;;AUCTPSHN2
DIPTL;;x;x;x;RPTEST
DIPTL;x;;;;DUPMTVL202
DIPTL;;x;;;GI-139-FILLSDS
DIPTL;;x;;;DLNBREPES
DIPTL;;x;;x;DUPRGDIPTL
DIPTO;;x;;;DULDCLEAIT
DIPTO;x;x;;;GP-068AEPMTINTLOG
DIPTO;x;x;x;;DULDCLEAGE
DIPTO;;x;x;;GP-149-CHK-ACC
DIPTO;;x;;;DLLOGLST
DIPTO;x;;;;DULDCLEAAT
DIPTO;;x;;;DLICMLST
DIPTO;x;x;x;;DUPMTVAL
DIPTO;;x;x;;DUACCBLK
DIPTO;;x;x;;DUDOCGEN
DIPTO;;x;;;DCLP5
DIPTO;;x;;;GP-122-ICMPMNTS
DIPTO;;x;x;;MOC1F
DIPTO;;x;x;;MOC1C
DIPTO;;x;;;MOC1I
DIPTO;;x;x;;MOC2C
DIPTO;;x;;;MOC2I
DIPTO;;x;;;DCTRM
DIPTO;x;x;x;;DULDCLEARG
DIPTO;x;x;;;DULDCLEARN
DIPTO;x;;;;DULDCLEARS
DIPTO;x;;;;DULDCLEAPP
DIPTO;;x;x;;DULDBACSGB
DIPTO;;x;x;;DULDBACSIE
DIPTO;x;x;x;;MIDDC
DIPTO;x;;x;;DULDSWIFT
DIPTO;x;;;;DLDLLCLEGE
DIPTO;;x;;;DLICMSTA
DIPTO;x;x;;;DUAUTHBAT
DIPTO;;x;x;;RMTRANUPD
DIPTO;;x;x;;MIEXC
DIPTO;x;x;;;DLDLLCLEAT
DIPTO;;x;x;;DUFLBAT
DIPTO;x;x;x;;DULDAEB19
DIPTO;x;x;x;;DULDAEB34
DIPTO;x;x;x;;DULDAEB45
DIPTO;x;;;;DULDAEB46
DIPTO;x;;;;DULDAEB47
DIPTO;;x;x;;MIO2C
DIPTO;x;x;x;;MIO3C
DIPTO;;x;x;;MIO3F
DIPTO;;x;;;MIO3I
DIPTO;;x;;;GI-133-BATCH
DIPTO;;x;;;GP-122-DB0
DIPTO;x;;;;GP-122-DB1
DIPTO;x;;x;;DUS101ING
DIPTO;x;x;x;;MIO1C
DIPTO;;x;;;DLDLLSEPA
DIPTO;;x;;;RMDPBDOCOR
DIPTO;;x;x;;TOBACCO
DIPTO;x;;;;DUGRCDACCT
DIPTO;x;x;x;;DUPAGMENTI
DIPTO;;x;x;;DUINVXBRR2
DIPTO;;x;;;II-FILL-DCTRM
DIPTO;;x;;;DLDLLREPAT
DIPTO;x;;;;DULD8007NE
DIPTO;;x;;;DLLCTPPAY
